food,calories,protein,fat,carbs,sugar,fiber,cholesterol,cost
beef mince meat asda,55.0,0.0,3.1,6.8,0.054,0.0,0.0,10
pastrami beef fat free,9.0,1.9,0.1,0.1,0.0,0.0,4.5,10
rib eye steak raw,743.0,62.8,54.5,0.4,0.0,0.0,221.7,150
beef tenderloin steak cooked,374.0,37.0,24.0,0.0,0.0,0.0,135.8,105
chuck blade roast cooked,842.0,66.1,62.0,0.0,0.0,0.0,256.9,150
cured beef dried,4.0,0.9,0.019,0.06,0.006,0.0,2.2,10
beef flank steak cooked,380.0,51.8,17.5,0.0,0.0,0.0,152.3,132
chuck eye steak grilled,853.0,76.9,60.5,0.0,0.0,0.0,268.0,150
veal meat raw,653.0,87.8,30.7,0.0,0.0,0.0,372.0,150
veal loin cooked,80.0,8.5,4.9,0.0,0.0,0.0,33.4,24
veal loin raw,46.0,5.3,2.6,0.0,0.0,0.0,22.4,15
veal shoulder cooked,435.0,61.2,19.4,0.0,0.0,0.0,240.7,150
beef tenderloin steak raw,405.0,32.2,29.8,0.0,0.0,0.0,139.4,100
veal shank cooked,371.0,61.2,12.0,0.0,0.0,0.0,240.6,147
beef brisket raw,1139.0,83.6,86.5,0.0,0.0,0.0,308.4,150
pastrami beef,104.0,15.5,4.1,0.3,0.08,0.0,48.3,39
beef flank steak raw,47.0,6.0,2.3,0.0,0.0,0.0,19.2,16
beef top sirloin steak cooked,430.0,47.7,25.2,0.0,0.0,0.0,162.8,130
veal breast raw,943.0,79.2,66.9,0.0,0.0,0.0,322.1,150
beef rib raw,1433.0,73.8,123.8,0.0,0.0,0.0,322.1,150
beef jerky,82.0,6.6,5.1,2.2,1.8,0.4,9.6,21
beef breakfast strips cooked,51.0,3.5,3.9,0.2,0.0,0.0,13.4,12
pork olive loaf,66.0,3.3,4.6,2.6,0.0,0.0,10.6,13
beef luncheon meat jellied,31.0,5.3,0.9,0.0,0.0,0.0,9.5,13
turkey pastrami,38.0,4.6,1.8,0.5,1.0,0.062,19.4,13
pork salami,41.0,2.3,3.4,0.2,0.0,0.0,7.9,10
canadian style bacon raw,45.0,5.9,2.0,0.5,0.0,0.0,14.3,16
honey loaf,85.0,9.9,3.6,2.6,2.6,0.0,26.2,27
pork beef salami,37.0,2.1,3.1,0.076,0.008,0.0,10.6,10
beef pork bologna,92.0,4.6,7.4,1.6,1.3,0.0,18.0,18
pork beef salami cooked,41.0,2.7,3.2,0.3,0.1,0.0,10.9,10
pork breakfast strips raw,88.0,2.7,8.4,0.2,0.0,0.0,15.6,15
pickle pimiento loaf,86.0,4.3,6.1,3.2,3.2,0.6,22.0,17
luxury loaf,39.0,5.2,1.3,1.4,0.0,0.0,10.1,14
mortadella,47.0,2.5,3.8,0.5,0.0,0.0,8.4,10
pork bologna,69.0,4.3,5.6,0.2,0.0,0.0,16.5,15
turkey salami cooked,9.0,1.0,0.5,0.081,0.063,0.054,3.8,10
pepperoni beef,10.0,0.5,0.9,0.0,0.0,0.0,2.1,10
peppered loaf,42.0,4.9,1.8,1.3,1.3,0.0,13.1,14
luncheon meat beef,10.0,1.8,0.3,0.0,0.0,0.0,3.2,10
lebanon bologna,98.0,10.8,6.0,0.3,0.0,0.0,31.4,30
chicken pork bologna,94.0,2.9,8.6,1.2,0.0,0.0,24.4,16
turkey roll,40.0,4.9,1.9,0.6,0.0,0.0,14.9,13
beef salami cooked,68.0,3.3,5.8,0.5,0.4,0.0,18.5,13
yachtwurst cooked,150.0,8.3,12.7,0.8,0.0,0.0,35.8,31
italian salami,43.0,2.2,3.7,0.1,0.1,0.0,8.0,10
turkey ham,38.0,5.5,1.6,0.3,0.1,0.0,18.8,14
turkey bologna,59.0,3.2,4.5,1.3,0.8,0.1,21.0,12
sliced turkey breast,17.0,2.4,0.6,0.4,0.1,0.0,7.8,10
luncheon meat pork beef,99.0,3.5,9.0,0.7,0.0,0.0,15.4,17
beef bologna,90.0,3.3,7.8,1.3,0.6,0.0,17.1,16
turkey bacon cooked,313.0,24.3,22.9,2.5,0.0,0.0,80.4,77
ground emu cooked,178.0,31.0,5.1,0.0,0.0,0.0,94.8,74
ostrich leg raw,94.0,19.0,1.5,0.0,0.0,0.0,56.1,44
ostrich strip raw,108.0,20.1,2.4,0.0,0.0,0.0,62.1,47
emu fillet cooked,607.0,123.2,9.1,0.0,0.0,0.0,323.1,150
ostrich tenderloin raw,105.0,18.8,2.7,0.0,0.0,0.0,68.0,45
emu drums cooked,649.0,134.7,8.4,0.0,0.0,0.0,378.6,150
green turtle raw,25.0,5.6,0.1,0.0,0.0,0.0,14.2,13
ground bison cooked,448.0,63.6,21.6,0.0,0.0,0.0,177.5,150
goat meat raw,494.0,93.4,10.5,0.0,0.0,0.0,258.6,150
ground emu raw,157.0,26.6,4.7,0.0,0.0,0.0,80.7,64
ground ostrich raw,180.0,22.0,9.5,0.0,0.0,0.0,77.4,58
ostrich tip cooked,123.0,24.2,2.2,0.0,0.0,0.0,72.3,56
caribou cooked,210.0,38.0,6.4,0.0,0.0,0.0,141.2,90
ground ostrich cooked,163.0,24.3,6.6,0.0,0.0,0.0,77.2,61
ostrich leg cooked,120.0,24.7,1.6,0.0,0.0,0.0,62.1,57
ostrich top loin cooked,132.0,23.9,3.3,0.0,0.0,0.0,79.1,57
ostrich strip cooked,139.0,25.0,3.6,0.0,0.0,0.0,82.5,59
ostrich tip raw,97.0,18.6,2.0,0.0,0.0,0.0,61.2,44
ostrich round raw,99.0,18.7,2.0,0.0,0.0,0.0,60.4,44
ground bison raw,124.0,17.2,6.1,0.099,0.0,0.0,46.8,44
ostrich fan raw,99.0,18.5,2.3,0.0,0.0,0.0,62.1,44
ostrich top loin raw,101.0,18.4,2.5,0.0,0.0,0.0,63.8,44
veal brain cooked,461.0,38.9,32.6,0.0,0.0,0.0,10509.0,118
veal tongue cooked,515.0,65.9,25.8,0.0,0.0,0.0,606.9,150
beef heart cooked,47.0,8.1,1.3,0.057,0.0,0.0,60.0,20
turkey liver cooked,100.0,14.3,4.3,0.0,0.0,0.0,343.4,36
veal thymus cooked,35.0,6.4,0.9,0.0,0.0,0.0,99.1,15
beef brain cooked,688.0,44.1,55.6,0.0,0.0,0.0,7002.5,150
beef pancreas cooked,602.0,60.2,38.2,0.0,0.0,0.0,581.6,150
beef tripe cooked,80.0,10.0,3.4,1.7,0.0,0.0,133.5,27
chicken gizzard cooked,223.0,44.1,3.9,0.0,0.0,0.0,536.5,102
pork pancreas cooked,537.0,69.8,26.5,0.0,0.0,0.0,771.8,150
beef tongue cooked,80.0,5.5,6.3,0.0,0.0,0.0,37.4,19
lamb heart cooked,353.0,47.7,15.1,3.7,0.0,0.0,475.6,122
beef spleen cooked,447.0,77.3,12.9,0.0,0.0,0.0,1068.8,150
veal kidneys cooked,300.0,48.4,10.4,0.0,0.0,0.0,1455.4,117
chicken heart cooked,268.0,38.3,11.5,0.1,0.0,0.0,350.9,96
lamb tongue cooked,701.0,55.0,51.7,0.0,0.0,0.0,482.0,150
veal heart cooked,368.0,57.7,13.4,0.3,0.0,0.0,348.5,141
chicken liver cooked,76.0,11.3,2.8,0.5,0.0,0.0,248.2,28
lamb pancreas cooked,541.0,52.7,34.9,0.0,0.0,0.0,924.0,150
veal spleen cooked,445.0,83.1,10.0,0.0,0.0,0.0,1542.2,150
lamb liver cooked,739.0,102.7,29.6,8.5,0.0,0.0,1683.4,150
turkey gizzard cooked,70.0,11.9,2.1,0.0,0.0,0.0,203.4,29
lamp spleen cooked,460.0,78.1,14.1,0.0,0.0,0.0,1135.8,150
turkey heart cooked,35.0,5.0,1.5,0.0,0.0,0.0,71.8,13
beef liver cooked,130.0,19.8,3.6,3.5,0.0,0.0,269.3,49
lamb lungs cooked,431.0,75.7,11.8,0.0,0.0,0.0,1082.0,150
pork brain cooked,527.0,46.4,36.3,0.0,0.0,0.0,9748.6,138
goose liver,125.0,15.4,4.0,5.9,0.0,0.0,484.1,41
pork kidneys cooked,211.0,35.6,6.6,0.0,0.0,0.0,672.0,86
lamb brain cooked,503.0,43.5,35.3,0.0,0.0,0.0,7089.2,130
pork heart cooked,215.0,34.2,7.3,0.6,0.0,0.0,320.5,83
lamb kidneys cooked,349.0,60.3,9.2,2.5,0.0,0.0,1440.8,144
beef lungs cooked,364.0,61.8,11.2,0.0,0.0,0.0,839.3,148
veal pancreas cooked,614.0,69.8,35.0,0.0,0.0,0.0,0.0,150
pork liver cooked,584.0,92.1,15.6,13.3,0.0,0.0,1256.7,150
beef kidneys cooked,45.0,7.7,1.3,0.0,0.0,0.0,202.6,19
turkey giblets cooked,164.0,25.1,6.3,0.0,0.0,0.0,495.0,62
duck liver raw,60.0,8.2,2.0,1.6,0.0,0.0,226.6,21
veal liver cooked,154.0,22.7,5.0,3.0,0.0,0.0,408.8,57
pork lungs cooked,297.0,49.8,9.3,0.0,0.0,0.0,1161.0,120
veal lungs cooked,312.0,56.2,7.9,0.0,0.0,0.0,789.0,132
beef thymus cooked,1215.0,83.2,95.2,0.0,0.0,0.0,1120.1,150
ham,46.0,4.6,2.5,1.0,0.3,0.4,16.0,13
pork meat cooked,283.0,14.1,14.1,0.0,0.0,0.0,112.6,50
bacon roasted,43.0,3.0,3.3,0.1,0.0,0.0,8.8,10
pork top loin roasts raw,3644.0,468.4,182.8,0.0,0.0,0.0,1404.8,150
pork blade roll raw,76.0,4.7,6.2,0.0,0.0,0.0,15.0,17
pork backribs raw,2399.0,204.2,174.9,0.0,0.0,0.0,739.0,150
pork spareribs cooked,703.0,51.4,53.6,0.0,0.0,0.0,214.2,150
pork stomach cooked,44.0,6.1,2.1,0.029,0.0,0.0,89.4,16
honey smoked ham cooked,67.0,9.9,1.3,4.0,0.0,0.0,12.1,25
boston butt steak raw,844.0,79.0,56.1,0.0,0.0,0.0,281.2,150
pork sirloin chops cooked,140.0,23.3,4.5,0.0,0.0,0.0,65.6,56
pork country style ribs raw,242.0,24.8,15.1,0.0,0.0,0.0,94.7,70
ham patties,205.0,8.3,18.3,1.1,0.0,0.0,45.5,37
pork feet cooked,67.0,6.2,4.5,0.0,0.0,0.0,30.3,18
ground pork cooked,930.0,80.4,65.0,0.0,0.0,0.0,294.2,150
pork centre loin chops cooked,328.0,40.2,17.4,0.0,0.0,0.0,131.9,106
pork leg cap steak cooked,307.0,53.5,8.6,0.0,0.0,0.0,157.1,127
pork blade chops raw,376.0,55.8,15.4,0.0,0.0,0.0,155.2,139
pork tenderloin raw,606.0,104.3,17.8,0.0,0.0,0.0,328.3,150
pork sirloin chops raw,1090.0,205.5,23.3,0.0,0.0,0.0,567.6,150
pork leg cap steak raw,284.0,50.0,7.8,0.0,0.0,0.0,145.5,119
pork carcass raw,1706.0,63.1,159.1,0.0,0.0,0.0,335.7,150
pork splean cooked,446.0,84.3,9.6,0.0,0.0,0.0,1507.0,150
chopped ham,50.0,4.6,2.9,1.2,0.0,0.0,16.5,14
pork centre loin chops raw,338.0,41.2,18.0,0.0,0.0,0.0,137.3,109
pork blade chops cooked,265.0,32.4,14.6,1.1,0.0,0.0,100.9,86
boston butt steak cooked,494.0,46.4,32.7,0.0,0.0,0.0,181.3,134
pork meat raw,179.0,2.6,18.6,0.0,0.0,0.0,20.4,24
pork top loin chops raw,287.0,39.9,12.8,0.0,0.0,0.0,124.0,101
pork blade steak braised,694.0,68.2,44.7,0.087,0.0,0.0,256.1,150
pork boston steaks cooked,438.0,43.2,28.1,0.0,0.0,0.0,160.6,123
bacon cooked,43.0,3.5,3.1,0.068,0.0,0.0,10.1,11
pickled pork hocks,48.0,5.4,3.0,0.0,0.0,0.0,25.2,15
pork boston roast cooked,705.0,60.5,49.4,0.0,0.0,0.0,225.3,150
canadian style bacon grilled,43.0,5.7,2.0,0.3,0.0,0.0,13.6,15
ham steak,70.0,11.1,2.4,0.0,0.0,0.0,25.7,27
pork backfat,3683.0,13.2,402.3,0.0,0.0,0.0,258.6,150
bacon baked,44.0,2.9,3.5,0.1,0.0,0.0,8.7,10
pork arm picnic raw,5298.0,513.6,343.4,0.0,0.0,0.0,1729.4,150
salt pork raw,212.0,1.4,22.8,0.0,0.0,0.0,24.3,25
pork arm picnic cooked,5292.0,560.3,322.7,0.0,0.0,0.0,1936.7,150
pork top loin chops cooked,270.0,39.4,11.2,0.0,0.0,0.0,97.2,98
ground pork raw,329.0,21.1,26.5,0.0,0.0,0.0,90.0,72
pork shoulder raw,1070.0,77.9,81.6,0.0,0.0,0.0,322.1,150
pork chitterlings cooked,66.0,3.5,5.8,0.0,0.0,0.0,78.4,14
pork breakfast strips cooked,52.0,3.3,4.1,0.1,0.0,0.0,11.9,12
pork blade roll roasted,1079.0,65.0,88.3,1.4,0.0,0.0,251.9,150
pork tail cooked,1089.0,46.8,98.5,0.0,0.0,0.0,354.8,150
pork centre rib roasts raw,275.0,44.0,9.7,0.0,0.0,0.0,113.1,107
pork centre rib roasts roasted,1942.0,211.3,114.9,0.0,0.0,0.0,610.7,150
minced ham,55.0,3.4,4.3,0.4,0.0,0.0,14.7,12
ham roasted,316.0,28.7,21.3,0.6,0.0,0.0,86.8,84
pork loin raw,232.0,23.1,14.7,0.0,0.0,0.0,73.7,66
pork backribs roasted,2564.0,202.0,188.9,0.0,0.0,0.0,737.5,150
pork belly raw,2350.0,42.4,240.5,0.0,0.0,0.0,326.6,150
ham raw,266.0,23.8,18.2,0.046,0.0,0.0,54.6,71
ham extra lean,45.0,5.1,2.3,0.6,0.0,0.0,14.8,14
pork feet pickled,635.0,52.8,45.5,0.029,0.0,0.0,376.5,150
pork shoulder cooked,394.0,31.4,28.9,0.0,0.0,0.0,121.5,97
pork top loin roasts roasted,1628.0,224.3,74.8,0.0,0.0,0.0,678.4,150
pork skin,154.0,17.3,8.9,0.0,0.0,0.0,26.9,47
pork country style ribs cooked,235.0,22.8,15.2,0.0,0.0,0.0,88.6,65
pork blade steak raw,664.0,67.6,43.7,0.6,0.0,0.0,243.7,150
pork tenderloin cooked,153.0,22.7,6.2,0.0,0.0,0.0,71.4,57
pork loin cooked,213.0,24.2,12.1,0.0,0.0,0.0,71.2,66
pork ears cooked,184.0,17.7,12.0,0.2,0.0,0.0,99.9,51
pork tongue cooked,626.0,55.7,43.0,0.0,0.0,0.0,337.3,150
pork spareribs raw,3593.0,200.6,303.5,0.0,0.0,0.0,1037.6,150
ham patties grilled,205.0,8.0,18.5,1.0,0.0,0.0,43.2,36
chicken skin roasted,508.0,22.8,45.6,0.0,0.0,0.0,93.0,94
turkey breast raw,3554.0,495.6,158.9,0.0,0.0,0.0,1471.6,150
ground turkey raw,169.0,22.4,8.7,0.0,0.0,0.0,78.7,58
chicken wing cooked,52.0,4.8,3.5,0.0,0.0,0.0,14.7,14
turkey roast roasted,209.0,28.8,7.8,4.1,0.0,0.0,71.6,73
pheasant meat raw,1448.0,181.6,74.3,0.0,0.0,0.0,568.0,150
chicken back raw,188.0,8.3,17.0,0.0,0.0,0.0,46.6,35
chicken back cooked,93.0,8.0,6.5,0.0,0.0,0.0,28.1,24
chicken leg fried,431.0,34.4,25.5,13.8,0.0,0.5,142.2,106
chicken feet cooked,975.0,88.0,66.2,0.9,0.0,0.0,381.0,150
turkey steak fried,179.0,9.1,10.8,10.9,0.0,0.0,41.0,35
turkey taco meat cooked,271.0,30.7,13.9,5.5,0.0,0.0,129.9,83
chicken leg raw,736.0,56.3,54.9,0.6,0.0,0.0,319.9,150
chicken meat raw,1978.0,171.1,138.6,0.0,0.0,0.0,690.0,150
chicken neck cooked,94.0,7.5,6.9,0.0,0.0,0.0,26.6,24
chicken drumstick fried,193.0,15.8,11.3,6.0,0.0,0.2,61.9,49
quail egg,14.0,1.2,1.0,0.08,0.048,0.0,76.0,10
duck meat cooked,472.0,26.6,39.7,0.0,0.0,0.0,117.6,97
chicken wing roasted,216.0,20.2,14.3,0.0,0.0,0.0,119.9,59
quail meat cooked,1028.0,113.7,63.9,0.0,0.0,0.0,389.6,150
goose meat cooked,427.0,35.2,30.7,0.0,0.0,0.0,127.4,108
chicken breast cooked,114.0,17.3,4.5,0.0,0.0,0.0,48.7,43
chicken neck raw,149.0,7.0,13.1,0.0,0.0,0.0,49.5,28
duck egg,130.0,9.0,9.6,1.0,0.7,0.0,618.8,30
pheasant breast raw,484.0,88.7,11.8,0.0,0.0,0.0,211.1,150
duck meat raw,5123.0,145.7,498.8,0.0,0.0,0.0,963.7,150
squab meat raw,585.0,36.8,47.4,0.0,0.0,0.0,189.1,127
chicken drumstick raw,211.0,23.4,12.4,0.1,0.0,0.0,122.4,64
turkey meat roasted,284.0,42.8,11.1,0.031,0.0,0.0,163.5,106
chicken breast raw,299.0,36.3,16.1,0.0,0.0,0.0,111.4,96
ground chicken cooked,474.0,58.4,27.4,0.0,0.0,0.0,268.6,150
turkey wing cooked,426.0,50.9,23.1,0.0,0.0,0.0,150.7,135
goose meat raw,6077.0,259.8,550.7,0.0,0.0,0.0,1310.4,150
turkey breast roasted,3266.0,496.1,128.0,0.0,0.0,0.0,1278.7,150
chicken fajita strips,13.0,1.7,0.5,0.2,0.0,0.0,8.3,10
crispy chicken strips tyson,145.0,0.0,6.0,0.0,0.0,0.0,0.0,11
chocolate pudding fat free,105.0,2.2,0.3,23.6,17.8,0.3,1.1,15
tapioca pudding,143.0,2.1,4.3,23.9,16.4,0.0,1.1,19
tapioca pudding fat free,105.0,1.6,0.4,23.9,15.9,0.0,1.1,14
rice pudding,122.0,3.6,2.4,20.8,13.1,0.3,13.6,19
corn pudding,328.0,11.1,12.6,42.4,16.5,3.0,180.0,54
chocolate pudding,213.0,3.1,6.9,34.5,25.8,0.0,1.5,28
lemon pudding,173.0,4.1,4.4,30.2,0.0,0.0,16.5,26
vanilla pudding,195.0,2.2,5.7,33.9,25.5,0.0,1.5,24
profeel proteiinirahka valio,140.0,175.0,0.4,19.3,0.2,0.0,0.0,150
cottage cheese creamed,20.0,2.2,0.9,0.7,0.5,0.0,3.4,10
zaziki milfina,51.0,0.0,4.4,0.0,0.0,0.0,0.0,10
cottage cheese low fat,163.0,28.0,2.3,6.1,6.1,0.0,9.0,67
cottage cheese nonfat,104.0,15.0,0.4,9.7,2.7,0.0,10.2,38
vanilla yogurt low fat,208.0,12.1,3.1,33.8,33.8,0.0,12.3,43
classique yogurt plain 2 liberte,30.0,3.3,1.2,1.7,1.7,0.0,0.017,10
yoplait light strawberry yogurt yoplait,79.0,0.0,0.0,0.074,0.0,0.0,0.0,10
vanilla yogurt,145.0,8.4,2.1,23.5,23.5,0.0,8.5,30
chocolate yogurt,168.0,5.3,0.0,35.3,22.5,1.8,1.5,27
yogurt parfait,125.0,5.0,1.5,23.6,17.4,1.6,4.5,22
yogurt,92.0,5.2,4.9,7.0,7.0,0.0,19.5,19
chocolate frozen yogurt,221.0,5.2,6.3,37.6,33.5,4.0,22.6,33
frozen yogurt,221.0,5.2,6.3,37.6,34.7,0.0,22.6,33
yogurt low fat,154.0,12.9,3.8,17.2,17.2,0.0,14.7,39
vanilla yoghurt oikos,120.0,0.0,1.8,0.0,0.0,0.0,0.0,10
fruit yogurt,149.0,6.0,1.7,28.0,28.0,0.0,7.5,26
danone low fat alsafi,88.0,0.0,1.7,0.089,255.0,0.0,0.0,10
fruit n yogurt parfait mcdonalds,156.0,4.1,1.9,30.9,19.1,1.5,7.5,24
triple zero greek yogurt dannon oikos,120.0,0.038,0.0,22.5,6.0,0.0,0.0,11
greek yogurt,100.0,17.3,0.7,6.1,5.5,0.0,8.5,42
chocolate rasberry protein mini proteinfx,102.0,0.0,2.9,0.0,0.0,0.0,0.0,10
gushers fruit gushers,360.0,0.0,6.0,0.2,0.0,0.0,0.0,22
egg fried,90.0,6.3,6.8,0.4,0.2,0.0,184.5,21
glucerna abbott,1010.0,0.0,35.6,120.9,49.8,12.8,0.0,93
sports drink,26.0,0.0,0.0,7.2,0.0,0.0,0.0,10
peanut butter cookie protein syntha 6,200.0,0.0,6.0,5.0,0.0,0.0,0.0,14
hanfprotein pulver rohkostqualitat veganz,107.0,0.0,3.1,14.2,0.057,0.0,0.0,10
smoothie high protein creamy chocolate slimfast,110.0,12.0,3.5,2.1,1.0,0.0,5.0,32
egg large,138.0,0.0,9.3,0.0,0.0,0.0,0.0,12
boysenberries frozen,66.0,1.5,0.3,16.1,9.1,7.0,0.0,10
malt beverage,88.0,0.5,0.3,19.1,19.1,0.0,0.0,10
chocolate powder for milk,88.0,1.0,0.5,19.9,18.0,1.0,0.0,11
vegetable fruit juice,9.0,0.071,0.017,2.2,0.6,0.0,0.0,10
cocoa powder unsweetened,12.0,1.1,0.7,3.1,0.087,1.8,0.0,10
coconut milk,35.0,0.3,3.6,0.8,0.5,0.3,0.0,10
cocoa powder,28.0,0.5,0.3,5.9,4.6,0.3,0.0,10
rice drink,113.0,0.7,2.3,22.0,12.7,0.7,0.0,13
coconut water,46.0,1.7,0.5,8.9,6.3,2.6,0.0,10
caramel med iced coffee dunkin donuts,268.0,0.0,9.0,0.0,0.0,0.0,0.0,18
instant coffee with water decaffeinated,4.0,0.2,0.0,0.8,0.0,0.0,0.0,10
instant coffee powder,353.0,12.2,0.5,75.4,0.0,0.0,0.0,58
instant coffee powder decaffeinated,6.0,0.2,0.069,1.4,0.0,0.0,0.0,10
instant cappuccino powder,53.0,0.4,0.7,11.2,9.0,0.2,0.3,10
coffee decaffeinated,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
espresso decaffeinated,3.0,0.065,0.011,0.5,0.0,0.0,0.0,10
instant coffee with water,4.0,0.2,0.0,0.6,0.0,0.0,0.0,10
coffee,2.0,0.3,0.069,0.0,0.0,0.0,0.0,10
espresso,3.0,0.021,0.086,0.5,0.0,0.0,0.0,10
whey protein powder vanilla eas,108.0,0.0,1.7,0.0,0.0,0.0,0.0,10
energy drink sugar free red bull,13.0,0.6,0.2,1.8,0.0,0.0,0.0,10
powerade coca cola,9.0,0.0,0.009,2.3,1.8,0.0,0.0,10
amp energy pepsi,110.0,0.6,0.2,29.0,29.0,0.0,0.0,13
gatorade g2 pepsi,2.0,0.069,0.052,0.6,0.4,0.0,0.0,10
amp energy sugar free pepsi,5.0,0.0,0.0,2.5,0.0,0.0,0.0,10
energy drink red bull,111.0,1.2,0.0,26.4,26.4,0.0,0.0,14
powerade zero ion4 coca cola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
full throttle coca cola,110.0,0.6,0.2,29.0,29.0,0.0,0.0,13
passion fruit juice purple,148.0,1.7,0.4,35.7,35.2,0.5,0.0,19
pomegranate juice,134.0,0.4,0.7,32.7,31.5,0.2,0.0,15
cranberry apricot juice,157.0,0.5,0.0,39.7,0.0,0.2,0.0,17
pineapple juice,133.0,0.9,0.3,32.2,25.0,0.5,0.0,16
passion fruit juice yellow,126.0,1.0,0.1,33.6,33.1,0.5,0.0,16
orange apricot juice,128.0,0.8,0.3,31.8,30.2,0.3,0.0,15
tangerine juice,106.0,1.2,0.5,24.9,24.5,0.5,0.0,13
orange juice,90.0,1.4,0.4,20.8,16.8,0.4,0.0,12
grapefruit juice,96.0,1.2,0.2,22.7,0.0,0.0,0.0,12
pineapple grapefruit juice,118.0,0.5,0.3,29.0,28.8,0.3,0.0,13
tamarind nectar,143.0,0.2,0.3,37.0,31.9,1.3,0.0,16
apple juice,114.0,0.2,0.3,28.0,23.9,0.5,0.0,12
limeade,128.0,0.0,0.0,34.1,32.8,0.0,0.0,14
guava nectar,158.0,0.2,0.2,40.8,32.5,2.5,0.0,17
orange grapefruit juice,106.0,1.5,0.2,25.4,25.1,0.2,0.0,14
orange juice sainsburys,14.0,0.0,0.088,0.0,0.0,0.0,0.0,10
cranberry apple juice,154.0,0.0,0.3,38.8,35.5,0.0,0.0,16
pineapple orange juice,125.0,3.3,0.0,29.5,29.0,0.3,0.0,19
pear nectar,150.0,0.3,0.062,39.4,0.0,1.5,0.0,17
blackberry juice,95.0,0.8,1.5,19.5,19.3,0.3,0.0,11
lemon juice,54.0,0.9,0.6,16.6,6.1,0.7,0.0,10
cranberry grape juice,137.0,0.5,0.2,34.3,0.0,0.2,0.0,15
citrus fruit juice,114.0,0.8,0.057,28.3,20.2,0.2,0.0,13
prune juice,182.0,1.6,0.006,44.7,42.1,2.6,0.0,22
guanabana nectar,148.0,0.3,0.4,37.5,32.8,0.3,0.0,16
fruit juice,108.0,0.3,0.1,26.3,24.2,0.2,0.0,12
horchata,15.0,0.1,0.2,3.3,2.6,0.0,0.0,10
fruit punch,98.0,0.2,0.4,24.4,0.0,0.0,0.0,11
apricot nectar,139.0,0.9,0.2,35.7,34.2,1.5,0.0,16
orangensaft ja,86.0,0.0,0.0,1.4,0.024,0.0,0.0,10
fruchtcocktail granini,102.0,0.0,0.4,1.0,0.0,0.0,0.0,10
peach nectar,125.0,0.5,1.3,29.7,27.8,0.2,0.0,14
orange pineapple juice,15.0,0.1,0.08,3.6,3.1,0.032,0.0,10
cranberry juice,92.0,0.8,0.3,24.4,24.2,0.2,0.0,12
white grapefruit juice,96.0,1.2,0.2,22.7,22.5,0.2,0.0,12
mango nectar,128.0,0.3,0.2,32.9,31.2,0.8,0.0,14
acerola cherry juice,56.0,1.0,0.7,11.6,10.9,0.7,0.0,10
apple juice concentrate,350.0,1.1,0.8,86.5,81.9,0.8,0.0,38
papaya nectar,143.0,0.4,0.4,36.3,34.8,1.5,0.0,16
apple juice martinellis,122.0,0.0,0.0,0.0,0.0,0.0,0.0,10
lime juice,61.0,1.0,0.2,20.4,4.1,1.0,0.0,10
grape juice,152.0,0.9,0.3,37.4,35.9,0.5,0.0,18
water dannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
tap water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
table water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
fruit flavored water,52.0,0.0,0.0,13.0,13.0,0.0,0.0,10
water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
cola light coca cola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
lemon lime soda,151.0,0.3,0.0,38.4,37.6,0.0,0.0,16
tonic water,114.0,0.0,0.0,29.6,29.6,0.0,0.0,12
lemonade low calorie,7.0,0.092,0.0,1.6,0.0,0.0,0.0,10
ginger ale,68.0,0.0,0.0,17.5,17.4,0.0,0.0,10
ice tea lemon flavor nestle,88.0,0.0,0.0,22.3,22.3,0.0,0.0,10
sprite coca cola,80.0,0.1,0.063,20.3,18.0,0.0,0.0,10
cola coca cola,151.0,0.0,0.0,38.9,38.9,0.0,0.0,16
cola,74.0,0.1,0.07,19.1,17.9,0.0,0.0,10
cream soda,252.0,0.0,0.0,65.7,65.7,0.0,0.0,26
club soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
pink lemonade,86.0,0.1,0.3,21.6,20.6,0.2,0.0,10
grape soda,160.0,0.0,0.0,41.7,0.0,0.0,0.0,17
cola without caffeine coca cola,151.0,0.0,0.0,38.9,38.9,0.0,0.0,16
white lemonade,80.0,0.1,0.003,20.8,20.0,0.0,0.0,10
chocolate soda,207.0,0.0,0.0,52.6,52.6,0.0,0.0,21
sweet tea lipton,130.0,0.0,0.0,35.0,35.0,0.0,0.0,14
hibiscus tea,74.0,0.9,1.3,14.8,12.0,0.6,0.0,10
instant lemon tea,2.0,0.1,0.0,0.3,0.047,0.0,0.0,10
pesca tea santal,116.0,0.0,0.0,0.0,0.0,0.0,0.0,10
instant lemon tea sweetened,91.0,0.071,0.2,22.3,21.6,0.3,0.0,10
tea with milk and sugar yorkshire,15.0,0.0,0.5,0.4,0.0,0.0,0.0,10
tea blueberry muffin tekanne,4.0,0.0,0.2,0.4,0.007,0.0,0.0,10
chamomile tea,2.0,0.0,0.0,0.4,0.0,0.0,0.0,10
black tea,2.0,0.0,0.0,0.7,0.0,0.0,0.0,10
